Book Name,Author,Rating,Price,Description,Number of Reviews,Listening Minutes,Genres,Review_Group,Author_Book_Count,Author_Popularity_Group
The Ballad of Songbirds and Snakes: A Hunger Games Novel,Suzanne Collins,4.6,703.0,"It is the morning of the reaping that will kick off the 10th annual Hunger Games. In the Capitol, 18-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of Snow has fallen on hard times, its fate hanging on the slender chance that Coriolanus will be able to out charm, outwit, and outmaneuver his fellow students to mentor the winning tribute.",6520.0,976.0,"['Survival Stories for Teens', 'Dystopian Fiction for Teens']",Very High,4,Medium
"Mightier than the Sword: Clifton Chronicles, Book 5",Jeffrey Archer,4.5,323.0,The fifth novel in the epic Clifton Chronicles series. ,6335.0,,,Very High,11,Very High
Good Omens: The BBC Radio 4 dramatisation,Terry Pratchett,4.7,615.0,Neil Gaiman was the WINNER of the BBC Audio Drama Award 2015 for Outstanding Contribution to Radio Drama ,6299.0,259.0,['Fantasy (Books)'],Very High,6,High
Americanah,Chimamanda Ngozi Adichie,4.5,827.0,Shortlisted for the Baileys Women’s Prize for Fiction 2014.,6254.0,1048.0,"['African American Literature', 'Political Fiction', ""Women's Fiction""]",Very High,4,Medium
"Hard Luck: Diary of a Wimpy Kid, Book 8",Jeff Kinney,4.6,410.0,,6126.0,,,Very High,15,Very High
World War Z,Max Brooks,4.4,721.0,"Visceral, disturbing and chilling in its realism, World War Z is perhaps the most famous work from the world's foremost expert on our undead counterparts. Paired with the equally gripping The Zombie Survival Guide, there is no better preparation for the inevitable uprising. ",6091.0,836.0,"['Post-Apocalyptic Science Fiction', 'Horror Fiction', 'Horror (Books)']",Very High,1,Low
"The Third Wheel: Diary of a Wimpy Kid, Book 7",Jeff Kinney,4.6,410.0,Brought to you by Puffin.,6064.0,130.0,,Very High,15,Very High
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,683.0,Now a Netflix series Winner of the Fortnum & Mason Best Debut Food Book 2018 Sunday Times Food Book of the Year and New York Times best seller  ,6023.0,356.0,"['Cooking', 'Food, Drink & Entertaining (Books)']",Very High,1,Low
"The Long Haul: Diary of a Wimpy Kid, Book 9",Jeff Kinney,4.6,410.0,,5959.0,,,Very High,15,Very High
An American Marriage (Oprah’s Book Club): A Novel,Tayari Jones,4.4,820.0,,6002.0,,,Very High,1,Low
Who Moved My Cheese?,Tony Roberts,4.6,615.0,"Random House presents the audiobook edition of Who Moved My Cheese? by Spencer Johnson, read by Tony Roberts and Karen Ziemba, with an introduction read by Kenneth Blanchard. ",5925.0,99.0,"['Workplace Culture', 'Personal Success', 'Analysis & Strategy']",Very High,1,Low
Call Me By Your Name,André Aciman,4.7,635.0,,5971.0,,,Very High,1,Low
"Die Trying: Jack Reacher, Book 2",Lee Child,4.4,1093.0,Brought to you by Penguin.,5909.0,,,Very High,7,High
"The House of Hades: Heroes of Olympus, Book 4",Rick Riordan,4.7,888.0,The fourth book in the best-selling Heroes of Olympus series - set in the explosive world of Percy Jackson - now available in this unabridged audio download. ,5914.0,1051.0,,Very High,21,Very High
"Tripwire: Jack Reacher, Book 3",Lee Child,4.5,1093.0,Brought to you by Penguin.,5833.0,946.0,"['Crime Thrillers', 'Suspense', 'Mysteries']",Very High,7,High
Room,Emma Donoghue,4.4,323.0,"The story of a mother, her son, a locked room, and the outside world.",5797.0,645.0,"['Literary Fiction', 'Literature & Fiction (Books)']",Very High,1,Low
The Dutch House,Ann Patchett,4.4,721.0,Longlisted for the Women's Prize for Fiction 2020,5864.0,593.0,"['Coming of Age Fiction', 'Family Life Fiction', ""Women's Fiction""]",Very High,1,Low
"The Blood of Olympus: Heroes of Olympus, Book 5",Rick Riordan,4.6,888.0,"The unabridged, downloadable audiobook edition of The Blood of Olympus - the fifth book in the best-selling Heroes of Olympus series, set in the high-octane world of Percy Jackson. Though the Greek and Roman crew members of the Argo II have made progress in their many quests, they still seem no closer to defeating the earth mother, Gaea. Her giants have risen - all of them - and they're stronger than ever. The gods, still suffering from multiple personality disorder, are useless. How can a handful of young demigods hope to persevere against Gaea's army of powerful giants? As dangerous as it is to head to Athens, they have no other option. They have sacrificed too much already. And if Gaea wakes, it is game over.",5749.0,865.0,"['Fantasy', ""Children's Fantasy (Books)"", 'Fantasy (Books)']",Very High,21,Very High
Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,Michael Matthews,4.6,501.0,This book has helped thousands of men build their best bodies ever. Will you be next? ,5731.0,962.0,"['Fitness Workouts', 'Bodybuilding & Weightlifting', 'Healthy Living & Wellness']",Very High,1,Low
"The Meltdown: Diary of a Wimpy Kid, Book 13",Jeff Kinney,4.6,410.0,,5764.0,,,Very High,15,Very High
I Know Why the Caged Bird Sings: A BBC Radio 4 Dramatisation,Maya Angelou,4.7,615.0,"A BBC Radio 4 dramatisation of Maya Angelou's poignant, powerful autobiography, starring Adjoa Andoh, Indie Gjesdal and Pippa Bennett-Warner.",5718.0,68.0,"['Women Biographies', 'Biographies & Autobiographies (Books)']",Very High,2,Medium
"The Sins of the Father: Clifton Chronicles, Book 2",Jeffrey Archer,4.5,323.0,"The second book in Jeffrey Archer’s highly acclaimed The Clifton Chronicles, The Sins of the Father takes the reader on a breath-taking journey from the backstreets of Bristol to the boardrooms of Manhattan.",5641.0,607.0,"['Fiction Sagas', 'Family Life Fiction', 'Suspense']",Very High,11,Very High
"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting",Jimmy Moore,4.7,668.0,Thousands of books have been written about the latest and greatest diets that will help people lose weight and improve health. But a key element in any successful nutritional health program is a tried-and-true method that most people haven't thought about - yet it could be revolutionary for taking health to the next level. This ancient secret is fasting. ,5649.0,456.0,"['Diets, Nutrition & Healthy Eating', 'Healthy Living & Wellness', 'History (Books)']",Very High,1,Low
"Harry Potter and the Order of the Phoenix, Book 5",J.K. Rowling,4.7,1599.0,"""'You are sharing the Dark Lord's thoughts and emotions. The Headmaster thinks it inadvisable for this to continue. He wishes me to teach you how to close your mind to the Dark Lord.'"" ",5583.0,1818.0,"['Family Life Fiction for Children', 'Fiction on Friendship for Children', 'Fiction on Orphans & Foster Homes for Children']",Very High,7,High
Verity,Colleen Hoover,4.6,668.0,"A number-one best seller in several categories with over 14,000 five-star ratings on Goodreads. ",5558.0,490.0,"['Romantic Suspense', 'Suspense', 'Crime, Thriller & Mystery (Books)']",Very High,2,Medium
The Boy in the Striped Pyjamas,John Boyne,4.6,615.0,What happens when innocence is confronted by monstrous evil? ,5517.0,295.0,"['Historical Fiction for Teens', ""Children's Action & Adventure""]",Very High,1,Low
"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,4.7,1599.0,"""'There will be three tasks, spaced throughout the school year, and they will test the champions in many different ways...their magical prowess - their daring - their powers of deduction - and, of course, their ability to cope with danger.'"" ",5485.0,1337.0,"['Family Life Fiction for Children', 'Fantasy & Magic for Children', 'Fiction on Orphans & Foster Homes for Children']",Very High,7,High
Who Will Cry When You Die?,Robin Sharma,4.5,469.0,"""When you were born, you cried while the world rejoiced. Live your life in such a way that when you die, the world cries while you rejoice."" (Ancient Sanskrit saying)  ",5420.0,,,Very High,17,Very High
The Curious Incident of the Dog in the Night-Time (Unabridged),Mark Haddon,4.5,888.0,"""The dog was lying on the grass in the middle of the lawn in front of Mrs Shears' house. It looked as if it was running on its side, the way dogs run when they think they are chasing a cat in a dream. But the dog was not running or asleep. The dog was dead. There was a garden fork sticking out of the dog.""",5424.0,359.0,"['Crime Action Fiction', 'Coming of Age Fiction', 'Family Life Fiction']",Very High,1,Low
Atlas Shrugged,Ayn Rand,4.3,1406.0,"In defense of those greatest of human qualities that have made civilization possible, one man sets out to show what would happen to the world if all the heroes of innovation and industry went on strike. Is he a destroyer or a liberator? And why does he fight his hardest battle not against his enemies but against the woman he loves?",5399.0,3776.0,"['Political Fiction', 'Literary Fiction', 'Classic Literature']",Very High,5,High
A Brief History of Time: From Big Bang to Black Holes,Stephen Hawking,4.6,888.0,Brought to you by Penguin.,5391.0,417.0,"['Physics', 'Cosmology', 'Astronomy']",Very High,3,Medium
Zero to One,Peter Thiel,4.4,615.0,"What valuable company is nobody building? The next Bill Gates will not build an operating system. The next Larry Page or Sergey Brin won't make a search engine. If you are copying these guys, you aren't learning from them. It's easier to copy a model than to make something new: doing what we already know how to do takes the world from 1 to 10, adding more of something familiar. ",5331.0,290.0,"['Business Management', 'Entrepreneurship', 'Organisational Behaviour']",Very High,1,Low
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,4.5,1093.0,Brought to you by Penguin.,5339.0,893.0,"['Future Studies', 'Anthropology', 'History']",Very High,4,Medium
"Life Is What You Make It: A story of love, hope and how determination can overcome even destiny",Preeti Shenoy,4.1,501.0,"What would you do if destiny twisted the road you took? What if it threw you to a place you did not want to go? Would you fight, would you run or would you accept? ",5292.0,348.0,"['Contemporary Romance', 'Indian Literature', 'Anthologies (Books)']",Very High,5,High
A Little Life,Hanya Yanagihara,4.3,323.0,,5291.0,,,Very High,1,Low
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,879.0,"Sheryl Sandberg - Facebook COO, ranked eighth on Fortune's list of the 50 Most Powerful Women in Business - has become one of America's most galvanizing leaders, and an icon for millions of women juggling work and family. In Lean In, she urges women to take risks and seek new challenges, to find work that they love, and to remain passionately engaged with it at the highest levels throughout their lives. ",5260.0,387.0,"['Women in Business', 'Women Biographies', 'Biographies of Business Leaders']",Very High,3,Medium
Red Rising,Pierce Brown,4.6,1172.0,"Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations. Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children. But Darrow and his kind have been betrayed. Soon he discovers that humanity reached the surface generations ago. Vast cities and sprawling parks spread across the planet. ",5271.0,972.0,"['Adventure Science Fiction', 'Dystopian Science Fiction', 'Science Fiction (Books)']",Very High,3,Medium
"Untamed: Stop Pleasing, Start Living",Glennon Doyle,4.7,888.0,Brought to you by Penguin.,5360.0,502.0,"['Women Biographies', 'Personal Success', 'Biographies & Autobiographies (Books)']",Very High,1,Low
What to Expect When You’re Expecting,Heidi Murkoff,4.6,1673.0,"It’s all here. Everything you need to know--and can’t wait to find out—about your amazing nine months, from conception to birth and beyond in the world’s best-selling and best-loved pregnancy guide: Heidi Murkoff’s What to Expect When You’re Expecting. And now, only from Audible, you’ll hear it in the reassuring, relatable voice expectant parents turn to for the must-have advice and information they crave and trust.",5253.0,1963.0,"['Pregnancy & Childbirth', 'Parenting Infants & Toddlers', 'Relationships']",Very High,2,Medium
"The Mark of Athena: Heroes of Olympus, Book 3",Rick Riordan,4.7,888.0,The explosive third part in Rick Riordan's number-one series - set in the world of Percy Jackson - now available as an unabridged audio download. One fatal prophecy. Seven brave demigods. A quest to find - and close - the door of death. ,5197.0,908.0,,Very High,21,Very High
A New Earth: Awakening Your Life's Purpose,Eckhart Tolle,4.7,1131.0,"Building on the astonishing success of The Power of Now, Eckhart Tolle presents listeners with an honest look at the current state of humanity: He implores us to see and accept that this state, which is based on an erroneous identification with the egoic mind, is one of dangerous insanity. ",5188.0,552.0,"['Other Religions, Practices & Sacred Texts', 'Personal Development', 'Mind, Body & Spirit']",Very High,10,Very High
